Feature 1,Feature 2,Otolith type
-30.58293,-5.010719,Clupea harengus
-20.52528,-9.823644,Clupea harengus
-6.6380005,31.215473,Sprattus sprattus
-29.7992,-5.0112667,Clupea harengus
-6.9833384,27.798792,Sprattus sprattus
-5.570765,20.80241,Sprattus sprattus
-9.030345,-37.437126,Clupea harengus
54.766068,10.896657,Ammodytes marinus
53.966614,11.131257,Ammodytes marinus
22.681137,35.787132,Alosa fallax
28.335564,-0.08050286,Ammodytes tobianus
30.548922,-11.219395,Ammodytes tobianus
37.477993,-29.86825,Hyperoplus lanceolatus
-10.735425,15.298888,Sprattus sprattus
1.0488588,29.496738,Sprattus sprattus
-10.265522,34.253464,Sprattus sprattus
28.91189,-4.340478,Ammodytes tobianus
-2.2728627,-37.152973,Clupea harengus
-5.2136626,33.88752,Sprattus sprattus
38.79976,-27.42357,Hyperoplus lanceolatus
0.13319793,27.409756,Sprattus sprattus
-28.547953,-23.068743,Clupea harengus
18.782581,6.157124,Ammodytes tobianus
-15.887545,15.676472,Sprattus sprattus
-17.071808,33.02425,Sprattus sprattus
-7.5155873,-17.598513,Clupea harengus
-8.559167,21.619335,Sprattus sprattus
-7.1684155,35.541027,Sprattus sprattus
-31.608555,-4.127246,Clupea harengus
-15.78148,39.252453,Sprattus sprattus
29.759544,-1.2949302,Ammodytes tobianus
19.022562,-4.6634827,Ammodytes tobianus
49.042614,16.851797,Ammodytes marinus
-18.637484,-20.704632,Clupea harengus
-2.4773884,-25.228817,Clupea harengus
-21.82487,-17.679897,Clupea harengus
-1.8998098,-30.268953,Clupea harengus
22.113274,-2.598173,Ammodytes tobianus
21.290545,-0.33002222,Ammodytes tobianus
20.27733,-5.1940837,Ammodytes tobianus
-8.317705,-22.979742,Clupea harengus
13.1975155,-4.856256,Ammodytes tobianus
-16.110723,21.911139,Sprattus sprattus
-14.418682,27.099827,Sprattus sprattus
-25.76841,-16.75601,Clupea harengus
-29.192986,-21.15722,Clupea harengus
18.12001,2.498124,Ammodytes tobianus
0.34190717,-35.010624,Clupea harengus
19.18146,-1.3041713,Ammodytes tobianus
-31.14637,-6.0753565,Clupea harengus
-2.9290996,-18.612165,Clupea harengus
-0.8444509,34.331158,Sprattus sprattus
-6.8737836,-11.292717,Clupea harengus
5.0359516,27.669632,Sprattus sprattus
-15.691349,21.484743,Sprattus sprattus
-32.269985,-14.838707,Clupea harengus
-13.555098,-6.6320786,Clupea harengus
-17.370853,34.013,Sprattus sprattus
46.45334,16.85491,Ammodytes marinus
-6.157864,19.451283,Sprattus sprattus
-4.4846754,-25.593342,Clupea harengus
-4.8688602,-15.206006,Clupea harengus
50.724472,12.272783,Ammodytes marinus
-10.120825,23.519058,Sprattus sprattus
-8.089912,33.194756,Sprattus sprattus
-19.755617,40.10607,Sprattus sprattus
-0.02781659,28.688787,Sprattus sprattus
-7.1661835,-19.780436,Clupea harengus
0.33545035,27.78453,Sprattus sprattus
-28.491652,-6.28477,Clupea harengus
4.7303944,31.458714,Sprattus sprattus
22.131912,0.47471824,Ammodytes tobianus
-21.197401,-21.657799,Clupea harengus
-28.44583,-11.328373,Clupea harengus
-0.55590254,25.901155,Sprattus sprattus
-1.4693352,-37.687798,Clupea harengus
-0.9481723,31.991823,Sprattus sprattus
28.471483,2.2759235,Ammodytes tobianus
-5.816526,18.47401,Sprattus sprattus
-19.428028,36.206177,Sprattus sprattus
44.64223,14.128748,Ammodytes marinus
-2.8624244,28.443186,Sprattus sprattus
28.326902,-0.5745631,Ammodytes tobianus
-24.7396,-20.184126,Clupea harengus
3.692849,29.734728,Sprattus sprattus
-6.043616,18.259533,Sprattus sprattus
23.646797,36.407326,Alosa fallax
9.547116,-27.460026,Clupea harengus
-1.2986861,26.592836,Sprattus sprattus
8.347731,-30.088186,Clupea harengus
-10.168337,30.438927,Sprattus sprattus
32.82332,-11.39061,Ammodytes tobianus
-16.407537,31.687433,Sprattus sprattus
-4.710349,-28.428003,Clupea harengus
-1.1236359,14.9465885,Sprattus sprattus
-22.83913,-16.198267,Clupea harengus
-24.360802,-21.45381,Clupea harengus
-9.53132,-18.190594,Clupea harengus
44.25583,20.164516,Ammodytes marinus
-9.60112,-37.449608,Clupea harengus
-12.529422,26.672585,Sprattus sprattus
-23.179653,-20.291882,Clupea harengus
-12.987911,37.686733,Sprattus sprattus
